start,end,avg_speed
2018-08-16T08:20:00.000Z,2018-08-16T08:25:00.000Z,0.0
2018-08-16T20:00:00.000Z,2018-08-16T20:05:00.000Z,207.12
2018-08-17T11:20:00.000Z,2018-08-17T11:25:00.000Z,0.0
2018-08-14T02:30:00.000Z,2018-08-14T02:35:00.000Z,0.0
2018-08-14T10:00:00.000Z,2018-08-14T10:05:00.000Z,0.0
2018-08-14T10:45:00.000Z,2018-08-14T10:50:00.000Z,0.0
2018-08-16T15:40:00.000Z,2018-08-16T15:45:00.000Z,30.41
2018-08-17T10:45:00.000Z,2018-08-17T10:50:00.000Z,0.0
2018-08-16T14:55:00.000Z,2018-08-16T15:00:00.000Z,103.68
2018-08-16T21:55:00.000Z,2018-08-16T22:00:00.000Z,0.0
2018-08-17T06:00:00.000Z,2018-08-17T06:05:00.000Z,0.0
2018-08-16T15:30:00.000Z,2018-08-16T15:35:00.000Z,7.49
2018-08-16T17:40:00.000Z,2018-08-16T17:45:00.000Z,130.17
2018-08-17T06:10:00.000Z,2018-08-17T06:15:00.000Z,0.0
2018-08-17T17:15:00.000Z,2018-08-17T17:20:00.000Z,143.47
2018-08-14T03:15:00.000Z,2018-08-14T03:20:00.000Z,0.0
2018-08-17T11:35:00.000Z,2018-08-17T11:40:00.000Z,191.15
2018-08-14T05:30:00.000Z,2018-08-14T05:35:00.000Z,0.0
2018-08-17T10:35:00.000Z,2018-08-17T10:40:00.000Z,0.0
2018-08-14T10:55:00.000Z,2018-08-14T11:00:00.000Z,0.0
2018-08-16T22:30:00.000Z,2018-08-16T22:35:00.000Z,215.75
2018-08-16T23:05:00.000Z,2018-08-16T23:10:00.000Z,0.0
2018-08-17T15:40:00.000Z,2018-08-17T15:45:00.000Z,0.0
2018-08-14T09:55:00.000Z,2018-08-14T10:00:00.000Z,0.0
2018-08-16T09:35:00.000Z,2018-08-16T09:40:00.000Z,0.0
2018-08-16T11:30:00.000Z,2018-08-16T11:35:00.000Z,19.89
2018-08-17T06:45:00.000Z,2018-08-17T06:50:00.000Z,0.0
2018-08-17T18:05:00.000Z,2018-08-17T18:10:00.000Z,0.0
2018-08-14T05:40:00.000Z,2018-08-14T05:45:00.000Z,0.0
2018-08-16T15:15:00.000Z,2018-08-16T15:20:00.000Z,0.0
2018-08-16T23:10:00.000Z,2018-08-16T23:15:00.000Z,0.0
2018-08-16T10:10:00.000Z,2018-08-16T10:15:00.000Z,59.37
2018-08-17T02:55:00.000Z,2018-08-17T03:00:00.000Z,203.29
2018-08-17T16:45:00.000Z,2018-08-17T16:50:00.000Z,0.0
2018-08-14T02:00:00.000Z,2018-08-14T02:05:00.000Z,60.34
2018-08-17T00:10:00.000Z,2018-08-17T00:15:00.000Z,32.55
2018-08-17T01:20:00.000Z,2018-08-17T01:25:00.000Z,0.0
2018-08-17T06:15:00.000Z,2018-08-17T06:20:00.000Z,0.0
2018-08-14T20:35:00.000Z,2018-08-14T20:40:00.000Z,0.0
2018-08-16T17:55:00.000Z,2018-08-16T18:00:00.000Z,0.0
2018-08-16T01:05:00.000Z,2018-08-16T01:10:00.000Z,115.13
2018-08-16T15:55:00.000Z,2018-08-16T16:00:00.000Z,0.0
2018-08-16T19:20:00.000Z,2018-08-16T19:25:00.000Z,0.0
2018-08-17T10:50:00.000Z,2018-08-17T10:55:00.000Z,0.0
2018-08-17T17:20:00.000Z,2018-08-17T17:25:00.000Z,170.89
2018-08-14T02:55:00.000Z,2018-08-14T03:00:00.000Z,0.0
2018-08-14T07:40:00.000Z,2018-08-14T07:45:00.000Z,0.0
2018-08-16T06:00:00.000Z,2018-08-16T06:05:00.000Z,75.44
2018-08-16T10:25:00.000Z,2018-08-16T10:30:00.000Z,53.27
2018-08-16T06:35:00.000Z,2018-08-16T06:40:00.000Z,98.4
2018-08-16T07:00:00.000Z,2018-08-16T07:05:00.000Z,187.75
2018-08-16T12:05:00.000Z,2018-08-16T12:10:00.000Z,155.92
2018-08-16T17:30:00.000Z,2018-08-16T17:35:00.000Z,214.52
2018-08-17T05:55:00.000Z,2018-08-17T06:00:00.000Z,0.0
2018-08-17T07:15:00.000Z,2018-08-17T07:20:00.000Z,0.0
2018-08-15T23:25:00.000Z,2018-08-15T23:30:00.000Z,45.72
2018-08-16T17:10:00.000Z,2018-08-16T17:15:00.000Z,171.04
2018-08-14T08:05:00.000Z,2018-08-14T08:10:00.000Z,0.0
2018-08-17T09:30:00.000Z,2018-08-17T09:35:00.000Z,0.0
2018-08-17T11:30:00.000Z,2018-08-17T11:35:00.000Z,133.77
2018-08-17T15:10:00.000Z,2018-08-17T15:15:00.000Z,38.2
2018-08-17T06:20:00.000Z,2018-08-17T06:25:00.000Z,0.0
2018-08-14T06:30:00.000Z,2018-08-14T06:35:00.000Z,0.0
2018-08-14T07:10:00.000Z,2018-08-14T07:15:00.000Z,0.0
2018-08-16T19:40:00.000Z,2018-08-16T19:45:00.000Z,40.68
2018-08-17T07:05:00.000Z,2018-08-17T07:10:00.000Z,0.0
2018-08-14T06:10:00.000Z,2018-08-14T06:15:00.000Z,0.0
2018-08-16T06:45:00.000Z,2018-08-16T06:50:00.000Z,94.0
2018-08-16T11:20:00.000Z,2018-08-16T11:25:00.000Z,0.0
2018-08-15T23:35:00.000Z,2018-08-15T23:40:00.000Z,0.0
2018-08-16T12:25:00.000Z,2018-08-16T12:30:00.000Z,0.0
2018-08-16T16:45:00.000Z,2018-08-16T16:50:00.000Z,0.0
2018-08-16T09:15:00.000Z,2018-08-16T09:20:00.000Z,0.0
2018-08-16T07:35:00.000Z,2018-08-16T07:40:00.000Z,187.59
2018-08-16T11:40:00.000Z,2018-08-16T11:45:00.000Z,0.0
2018-08-17T06:40:00.000Z,2018-08-17T06:45:00.000Z,0.0
2018-08-17T09:35:00.000Z,2018-08-17T09:40:00.000Z,0.0
2018-08-14T03:25:00.000Z,2018-08-14T03:30:00.000Z,0.0
2018-08-14T08:00:00.000Z,2018-08-14T08:05:00.000Z,0.0
2018-08-16T11:05:00.000Z,2018-08-16T11:10:00.000Z,0.0
2018-08-16T21:50:00.000Z,2018-08-16T21:55:00.000Z,44.82
2018-08-17T07:35:00.000Z,2018-08-17T07:40:00.000Z,0.0
2018-08-17T11:40:00.000Z,2018-08-17T11:45:00.000Z,151.96
2018-08-17T01:25:00.000Z,2018-08-17T01:30:00.000Z,0.0
2018-08-14T05:55:00.000Z,2018-08-14T06:00:00.000Z,0.0
2018-08-16T16:35:00.000Z,2018-08-16T16:40:00.000Z,0.0
2018-08-16T20:15:00.000Z,2018-08-16T20:20:00.000Z,215.87
2018-08-17T08:10:00.000Z,2018-08-17T08:15:00.000Z,139.33
2018-08-14T10:15:00.000Z,2018-08-14T10:20:00.000Z,0.0
2018-08-14T10:50:00.000Z,2018-08-14T10:55:00.000Z,0.0
2018-08-16T07:40:00.000Z,2018-08-16T07:45:00.000Z,149.13
2018-08-16T19:15:00.000Z,2018-08-16T19:20:00.000Z,19.93
2018-08-16T22:10:00.000Z,2018-08-16T22:15:00.000Z,81.22
2018-08-17T16:10:00.000Z,2018-08-17T16:15:00.000Z,58.28
2018-08-14T03:10:00.000Z,2018-08-14T03:15:00.000Z,0.0
2018-08-16T06:25:00.000Z,2018-08-16T06:30:00.000Z,75.36
2018-08-16T14:10:00.000Z,2018-08-16T14:15:00.000Z,0.01
2018-08-16T22:35:00.000Z,2018-08-16T22:40:00.000Z,191.93
2018-08-16T06:20:00.000Z,2018-08-16T06:25:00.000Z,75.29
2018-08-16T17:35:00.000Z,2018-08-16T17:40:00.000Z,187.37
2018-08-17T16:20:00.000Z,2018-08-17T16:25:00.000Z,0.0
2018-08-17T15:20:00.000Z,2018-08-17T15:25:00.000Z,0.0
2018-08-14T07:45:00.000Z,2018-08-14T07:50:00.000Z,0.0
2018-08-16T16:40:00.000Z,2018-08-16T16:45:00.000Z,10.26
2018-08-17T11:10:00.000Z,2018-08-17T11:15:00.000Z,16.73
2018-08-14T03:35:00.000Z,2018-08-14T03:40:00.000Z,0.0
2018-08-16T15:05:00.000Z,2018-08-16T15:10:00.000Z,6.65
2018-08-17T09:20:00.000Z,2018-08-17T09:25:00.000Z,22.41
2018-08-17T15:05:00.000Z,2018-08-17T15:10:00.000Z,0.0
2018-08-16T13:05:00.000Z,2018-08-16T13:10:00.000Z,0.0
2018-08-17T08:20:00.000Z,2018-08-17T08:25:00.000Z,15.97
2018-08-14T03:40:00.000Z,2018-08-14T03:45:00.000Z,0.0
2018-08-16T10:30:00.000Z,2018-08-16T10:35:00.000Z,0.0
2018-08-17T06:05:00.000Z,2018-08-17T06:10:00.000Z,0.0
2018-08-14T09:10:00.000Z,2018-08-14T09:15:00.000Z,0.0
2018-08-16T13:00:00.000Z,2018-08-16T13:05:00.000Z,0.0
2018-08-13T20:40:00.000Z,2018-08-13T20:45:00.000Z,0.0
2018-08-17T06:35:00.000Z,2018-08-17T06:40:00.000Z,0.0
2018-08-16T08:25:00.000Z,2018-08-16T08:30:00.000Z,11.98
2018-08-16T23:15:00.000Z,2018-08-16T23:20:00.000Z,0.0
2018-08-17T15:25:00.000Z,2018-08-17T15:30:00.000Z,0.0
2018-08-14T06:35:00.000Z,2018-08-14T06:40:00.000Z,0.0
2018-08-14T09:20:00.000Z,2018-08-14T09:25:00.000Z,0.0
2018-08-17T11:05:00.000Z,2018-08-17T11:10:00.000Z,0.0
2018-08-17T16:50:00.000Z,2018-08-17T16:55:00.000Z,38.61
2018-08-17T07:55:00.000Z,2018-08-17T08:00:00.000Z,0.0
2018-08-14T06:15:00.000Z,2018-08-14T06:20:00.000Z,0.0
2018-08-16T17:50:00.000Z,2018-08-16T17:55:00.000Z,33.72
2018-08-16T14:45:00.000Z,2018-08-16T14:50:00.000Z,176.96
2018-08-17T14:30:00.000Z,2018-08-17T14:35:00.000Z,211.19
2018-08-17T10:10:00.000Z,2018-08-17T10:15:00.000Z,0.0
2018-08-14T07:20:00.000Z,2018-08-14T07:25:00.000Z,0.0
2018-08-14T08:30:00.000Z,2018-08-14T08:35:00.000Z,0.0
2018-08-16T05:25:00.000Z,2018-08-16T05:30:00.000Z,100.15
2018-08-16T09:20:00.000Z,2018-08-16T09:25:00.000Z,0.0
2018-08-16T12:35:00.000Z,2018-08-16T12:40:00.000Z,64.16
2018-08-16T20:20:00.000Z,2018-08-16T20:25:00.000Z,193.13
2018-08-17T15:15:00.000Z,2018-08-17T15:20:00.000Z,50.13
2018-08-17T16:35:00.000Z,2018-08-17T16:40:00.000Z,0.0
2018-08-17T00:55:00.000Z,2018-08-17T01:00:00.000Z,4.78
2018-08-16T07:05:00.000Z,2018-08-16T07:10:00.000Z,167.91
2018-08-16T19:50:00.000Z,2018-08-16T19:55:00.000Z,0.0
2018-08-17T11:50:00.000Z,2018-08-17T11:55:00.000Z,103.77
2018-08-14T02:05:00.000Z,2018-08-14T02:10:00.000Z,0.0
2018-08-16T08:00:00.000Z,2018-08-16T08:05:00.000Z,164.7
2018-08-16T12:30:00.000Z,2018-08-16T12:35:00.000Z,0.0
2018-08-17T16:40:00.000Z,2018-08-17T16:45:00.000Z,17.31
2018-08-14T07:55:00.000Z,2018-08-14T08:00:00.000Z,0.0
2018-08-14T08:10:00.000Z,2018-08-14T08:15:00.000Z,0.0
2018-08-14T11:20:00.000Z,2018-08-14T11:25:00.000Z,0.0
2018-08-16T11:55:00.000Z,2018-08-16T12:00:00.000Z,117.56
2018-08-14T05:15:00.000Z,2018-08-14T05:20:00.000Z,0.0
2018-08-14T20:20:00.000Z,2018-08-14T20:25:00.000Z,0.0
2018-08-16T12:45:00.000Z,2018-08-16T12:50:00.000Z,101.01
2018-08-14T20:40:00.000Z,2018-08-14T20:45:00.000Z,63.43
2018-08-16T09:45:00.000Z,2018-08-16T09:50:00.000Z,10.89
2018-08-17T09:25:00.000Z,2018-08-17T09:30:00.000Z,0.0
2018-08-14T04:35:00.000Z,2018-08-14T04:40:00.000Z,0.0
2018-08-16T16:10:00.000Z,2018-08-16T16:15:00.000Z,0.0
2018-08-16T16:20:00.000Z,2018-08-16T16:25:00.000Z,0.0
2018-08-14T05:25:00.000Z,2018-08-14T05:30:00.000Z,0.0
2018-08-16T14:00:00.000Z,2018-08-16T14:05:00.000Z,64.38
2018-08-16T15:45:00.000Z,2018-08-16T15:50:00.000Z,0.0
2018-08-14T03:20:00.000Z,2018-08-14T03:25:00.000Z,0.0
2018-08-14T11:05:00.000Z,2018-08-14T11:10:00.000Z,0.0
2018-08-17T17:10:00.000Z,2018-08-17T17:15:00.000Z,45.35
2018-08-18T20:20:00.000Z,2018-08-18T20:25:00.000Z,166.67
2018-08-16T14:30:00.000Z,2018-08-16T14:35:00.000Z,0.0
2018-08-14T04:05:00.000Z,2018-08-14T04:10:00.000Z,0.0
2018-08-16T19:45:00.000Z,2018-08-16T19:50:00.000Z,0.0
2018-08-14T02:35:00.000Z,2018-08-14T02:40:00.000Z,0.0
2018-08-14T09:50:00.000Z,2018-08-14T09:55:00.000Z,0.0
2018-08-14T11:25:00.000Z,2018-08-14T11:30:00.000Z,0.0
2018-08-17T05:45:00.000Z,2018-08-17T05:50:00.000Z,0.0
2018-08-17T09:10:00.000Z,2018-08-17T09:15:00.000Z,0.0
2018-08-14T20:10:00.000Z,2018-08-14T20:15:00.000Z,152.8
2018-08-16T12:00:00.000Z,2018-08-16T12:05:00.000Z,215.64
2018-08-16T20:25:00.000Z,2018-08-16T20:30:00.000Z,86.49
2018-08-17T14:55:00.000Z,2018-08-17T15:00:00.000Z,0.0
2018-08-17T08:50:00.000Z,2018-08-17T08:55:00.000Z,109.81
2018-08-17T14:15:00.000Z,2018-08-17T14:20:00.000Z,46.11
2018-08-16T10:40:00.000Z,2018-08-16T10:45:00.000Z,0.0
2018-08-16T18:50:00.000Z,2018-08-16T18:55:00.000Z,0.0
2018-08-16T22:25:00.000Z,2018-08-16T22:30:00.000Z,215.69
2018-08-16T19:55:00.000Z,2018-08-16T20:00:00.000Z,146.95
2018-08-17T06:25:00.000Z,2018-08-17T06:30:00.000Z,0.0
2018-08-17T10:05:00.000Z,2018-08-17T10:10:00.000Z,0.0
2018-08-16T18:45:00.000Z,2018-08-16T18:50:00.000Z,0.0
2018-08-16T21:45:00.000Z,2018-08-16T21:50:00.000Z,109.84
2018-08-17T01:15:00.000Z,2018-08-17T01:20:00.000Z,20.57
2018-08-14T07:15:00.000Z,2018-08-14T07:20:00.000Z,0.0
2018-08-14T08:35:00.000Z,2018-08-14T08:40:00.000Z,0.0
2018-08-16T13:10:00.000Z,2018-08-16T13:15:00.000Z,0.0
2018-08-16T10:35:00.000Z,2018-08-16T10:40:00.000Z,0.0
2018-08-17T02:40:00.000Z,2018-08-17T02:45:00.000Z,33.82
2018-08-16T07:10:00.000Z,2018-08-16T07:15:00.000Z,190.07
2018-08-17T06:55:00.000Z,2018-08-17T07:00:00.000Z,0.0
2018-08-17T17:00:00.000Z,2018-08-17T17:05:00.000Z,0.0
2018-08-16T11:15:00.000Z,2018-08-16T11:20:00.000Z,23.87
2018-08-17T08:35:00.000Z,2018-08-17T08:40:00.000Z,167.02
2018-08-13T20:50:00.000Z,2018-08-13T20:55:00.000Z,0.0
2018-08-16T06:05:00.000Z,2018-08-16T06:10:00.000Z,75.49
2018-08-17T01:10:00.000Z,2018-08-17T01:15:00.000Z,7.71
2018-08-17T10:15:00.000Z,2018-08-17T10:20:00.000Z,0.0
2018-08-14T02:20:00.000Z,2018-08-14T02:25:00.000Z,0.0
2018-08-14T11:55:00.000Z,2018-08-14T12:00:00.000Z,76.17
2018-08-16T11:00:00.000Z,2018-08-16T11:05:00.000Z,0.0
2018-08-17T05:50:00.000Z,2018-08-17T05:55:00.000Z,59.42
2018-08-14T07:25:00.000Z,2018-08-14T07:30:00.000Z,0.0
2018-08-14T11:30:00.000Z,2018-08-14T11:35:00.000Z,0.0
2018-08-16T05:50:00.000Z,2018-08-16T05:55:00.000Z,0.0
2018-08-16T12:20:00.000Z,2018-08-16T12:25:00.000Z,0.0
2018-08-17T08:00:00.000Z,2018-08-17T08:05:00.000Z,11.47
2018-08-17T08:55:00.000Z,2018-08-17T09:00:00.000Z,93.52
2018-08-17T09:40:00.000Z,2018-08-17T09:45:00.000Z,0.0
2018-08-14T08:40:00.000Z,2018-08-14T08:45:00.000Z,0.0
2018-08-17T02:30:00.000Z,2018-08-17T02:35:00.000Z,0.0
2018-08-17T17:50:00.000Z,2018-08-17T17:55:00.000Z,0.0
2018-08-14T09:05:00.000Z,2018-08-14T09:10:00.000Z,0.0
2018-08-14T09:30:00.000Z,2018-08-14T09:35:00.000Z,0.0
2018-08-16T14:40:00.000Z,2018-08-16T14:45:00.000Z,206.8
2018-08-17T14:35:00.000Z,2018-08-17T14:40:00.000Z,151.6
2018-08-17T17:30:00.000Z,2018-08-17T17:35:00.000Z,39.54
2018-08-16T09:55:00.000Z,2018-08-16T10:00:00.000Z,0.0
2018-08-17T01:40:00.000Z,2018-08-17T01:45:00.000Z,11.27
2018-08-17T01:35:00.000Z,2018-08-17T01:40:00.000Z,0.0
2018-08-16T08:15:00.000Z,2018-08-16T08:20:00.000Z,0.0
2018-08-16T19:35:00.000Z,2018-08-16T19:40:00.000Z,0.0
2018-08-17T00:00:00.000Z,2018-08-17T00:05:00.000Z,0.0
2018-08-14T02:45:00.000Z,2018-08-14T02:50:00.000Z,0.0
2018-08-14T11:10:00.000Z,2018-08-14T11:15:00.000Z,0.0
2018-08-16T08:35:00.000Z,2018-08-16T08:40:00.000Z,41.9
2018-08-16T09:05:00.000Z,2018-08-16T09:10:00.000Z,0.0
2018-08-16T15:50:00.000Z,2018-08-16T15:55:00.000Z,16.49
2018-08-17T01:05:00.000Z,2018-08-17T01:10:00.000Z,54.22
2018-08-14T06:40:00.000Z,2018-08-14T06:45:00.000Z,0.0
2018-08-14T09:45:00.000Z,2018-08-14T09:50:00.000Z,0.0
2018-08-16T22:45:00.000Z,2018-08-16T22:50:00.000Z,11.0
2018-08-17T01:00:00.000Z,2018-08-17T01:05:00.000Z,0.0
2018-08-18T20:05:00.000Z,2018-08-18T20:10:00.000Z,4.2
2018-08-16T07:50:00.000Z,2018-08-16T07:55:00.000Z,213.46
2018-08-16T12:40:00.000Z,2018-08-16T12:45:00.000Z,0.0
2018-08-17T11:00:00.000Z,2018-08-17T11:05:00.000Z,35.26
2018-08-16T06:30:00.000Z,2018-08-16T06:35:00.000Z,75.19
2018-08-17T09:45:00.000Z,2018-08-17T09:50:00.000Z,0.0
2018-08-16T06:50:00.000Z,2018-08-16T06:55:00.000Z,44.04
2018-08-16T22:20:00.000Z,2018-08-16T22:25:00.000Z,215.52
2018-08-17T02:05:00.000Z,2018-08-17T02:10:00.000Z,183.26
2018-08-14T02:15:00.000Z,2018-08-14T02:20:00.000Z,0.0
2018-08-14T11:40:00.000Z,2018-08-14T11:45:00.000Z,0.0
2018-08-16T18:05:00.000Z,2018-08-16T18:10:00.000Z,28.17
2018-08-17T16:30:00.000Z,2018-08-17T16:35:00.000Z,0.0
2018-08-16T15:35:00.000Z,2018-08-16T15:40:00.000Z,12.79
2018-08-16T18:40:00.000Z,2018-08-16T18:45:00.000Z,0.0
2018-08-14T06:55:00.000Z,2018-08-14T07:00:00.000Z,0.0
2018-08-16T14:50:00.000Z,2018-08-16T14:55:00.000Z,214.08
2018-08-16T08:45:00.000Z,2018-08-16T08:50:00.000Z,0.0
2018-08-17T10:40:00.000Z,2018-08-17T10:45:00.000Z,0.0
